# Characters data/qieyun_mc.tsv cannot read, and WHY. MISSING.md M-2.
# data/qieyun_mc.tsv itself is NOT modified: the CC0 original stays
# byte-identical and re-derivable, and this file sits beside it.
#
# THE MECHANISM, from the upstream source rather than from inference:
# nk2028/qieyun-data's 韻書/廣韻.csv prints 䰟 as the 字頭 of 小韻 483, whose
# 韻目原貌 is 魂. The rhyme group is NAMED 魂 and 魂 is never a headword in it,
# so 477 characters carry 魂 as their label and the character itself cannot be
# looked up. The extraction is faithful; the rime book is keyed on its own
# orthographic norm and a Song lyric is not.
#
# relation -- and this column is the whole point of the file. A refusal rate
# is uninterpretable until its causes are separated (doctrine 79, one layer
# down from the sonnet battery's):
#   異體  a variant of this character IS in the table. Read `target` instead.
#         An INGESTION defect, and it is now fixed.
#   簡化  a 1956 simplified form. `target` is what it simplifies. NOT mapped:
#         M-2 measured that resolving these silently returns a different
#         word's rhyme wherever the reform merged two Middle Chinese words.
#         A refusal, and its cause is the SCRIPT.
#   後起  no 廣韻 headword and no warranted 異體, but present in the
#         平水韻/詞林正韻 tables. A refusal, and it is CORRECT: the rime book
#         does not contain this graph.
#   混同  the character READS -- it is in the table -- but it doubles as the
#         simplification of `target`, so in a simplified text the reading
#         returned may be a different word's. Not a refusal: a hazard, and
#         the reason OpenCC is not the fix (M-2).
#
# WITNESSES for every 異體 row, and the standard is two:
#   PROPOSER  unicode-org/unihan-database, Unicode License v3 (redistribution
#             granted; this notice is the (b) route). kSemanticVariant,
#             kSpecializedSemanticVariant, kZVariant, read in both directions.
#   FILTER    hulbji/couyun (MIT): the pair must share a (聲, 平水韻部,
#             詞林韻部). This is not "these are the same character" -- it is
#             the predicate the module actually needs (doctrine 60):
#             substituting one for the other CANNOT change the verdict
#             ltc.rhymes gives at 平水韻 or 詞林正韻 granularity, because both
#             sit in the same cell of both standards. At RAW Qieyun
#             granularity it warrants nothing, so readings() marks every
#             substituted reading with `via` and rhyme_keys(standard='qieyun')
#             can be told apart from the two grouped standards.
#   Where Unihan proposes two targets that couyun places in different cells,
#   the row is REFUSED rather than resolved by a tie-break (doctrine 66).
#   The 19 pairs MISSING.md M-2 names are entered FIRST, with their named
#   target, so this file can be read against the register entry that motivated
#   it; 11 of the 19 are also proposed mechanically, and every one of the 19
#   is warranted by couyun.
char	relation	target	target_readings	witnesses
徃	異體	往	陽上	Unihan+couyun
径	簡化	徑	青去	Unihan kTraditionalVariant
徆	後起			no 廣韻 headword; in couyun 平水韻
徍	後起			no 廣韻 headword; in couyun 平水韻
徏	後起			no 廣韻 headword; in couyun 平水韻
従	後起			no 廣韻 headword; in couyun 平水韻
徕	簡化	徠	咍去|咍平	Unihan kTraditionalVariant
徖	後起			no 廣韻 headword; in couyun 平水韻
徝	後起			no 廣韻 headword; in couyun 平水韻
徟	後起			no 廣韻 headword; in couyun 平水韻
御	混同	御禦		Unihan kTraditionalVariant
徣	後起			no 廣韻 headword; in couyun 平水韻
徤	異體	健	元去	Unihan+couyun
徦	後起			no 廣韻 headword; in couyun 平水韻
徫	後起			no 廣韻 headword; in couyun 平水韻
徭	異體	傜	宵平	Unihan+couyun
徰	後起			no 廣韻 headword; in couyun 平水韻
徱	後起			no 廣韻 headword; in couyun 平水韻
徲	後起			no 廣韻 headword; in couyun 平水韻
徳	後起			no 廣韻 headword; in couyun 平水韻
徴	後起			no 廣韻 headword; in couyun 平水韻
徶	後起			no 廣韻 headword; in couyun 平水韻
徸	後起			no 廣韻 headword; in couyun 平水韻
徺	後起			no 廣韻 headword; in couyun 平水韻
徻	後起			no 廣韻 headword; in couyun 平水韻
徿	後起			no 廣韻 headword; in couyun 平水韻
忁	後起			no 廣韻 headword; in couyun 平水韻
忄	後起			no 廣韻 headword; in couyun 平水韻
忆	簡化	憶	蒸入	Unihan kTraditionalVariant
忇	後起			no 廣韻 headword; in couyun 平水韻
忈	後起			no 廣韻 headword; in couyun 平水韻
忊	後起			no 廣韻 headword; in couyun 平水韻
忋	後起			no 廣韻 headword; in couyun 平水韻
忎	後起			no 廣韻 headword; in couyun 平水韻
忏	簡化	懺	銜去	Unihan kTraditionalVariant
忐	後起			no 廣韻 headword; in couyun 平水韻
忑	後起			no 廣韻 headword; in couyun 平水韻
志	混同	志誌		Unihan kTraditionalVariant
忛	後起			no 廣韻 headword; in couyun 平水韻
応	後起			no 廣韻 headword; in couyun 平水韻
忟	後起			no 廣韻 headword; in couyun 平水韻
忢	後起			no 廣韻 headword; in couyun 平水韻
忣	後起			no 廣韻 headword; in couyun 平水韻
忧	混同	憂	尤平	Unihan kTraditionalVariant
忰	後起			no 廣韻 headword; in couyun 平水韻
忲	後起			no 廣韻 headword; in couyun 平水韻
忴	後起			no 廣韻 headword; in couyun 平水韻
忷	後起			no 廣韻 headword; in couyun 平水韻
忹	後起			no 廣韻 headword; in couyun 平水韻
忺	後起			no 廣韻 headword; in couyun 平水韻
忾	混同	愾	咍去|微去	Unihan kTraditionalVariant
怀	異體	懷	皆平	Unihan+couyun
态	簡化	態	咍去	Unihan kTraditionalVariant
怂	簡化	慫	鍾上	Unihan kTraditionalVariant
怃	簡化	憮	虞上|虞平	Unihan kTraditionalVariant
怄	簡化	慪		Unihan kTraditionalVariant
怅	簡化	悵	陽去	Unihan kTraditionalVariant
怆	簡化	愴	陽上|陽去	Unihan kTraditionalVariant
怇	後起			no 廣韻 headword; in couyun 平水韻
怈	後起			no 廣韻 headword; in couyun 平水韻
怉	後起			no 廣韻 headword; in couyun 平水韻
怎	後起			no 廣韻 headword; in couyun 平水韻
怑	後起			no 廣韻 headword; in couyun 平水韻
怘	後起			no 廣韻 headword; in couyun 平水韻
怜	混同	怜憐		Unihan kTraditionalVariant
怟	後起			no 廣韻 headword; in couyun 平水韻
怢	後起			no 廣韻 headword; in couyun 平水韻
怣	後起			no 廣韻 headword; in couyun 平水韻
怬	後起			no 廣韻 headword; in couyun 平水韻
怰	後起			no 廣韻 headword; in couyun 平水韻
怱	異體	悤	東平	Unihan+couyun
怶	後起			no 廣韻 headword; in couyun 平水韻
怷	後起			no 廣韻 headword; in couyun 平水韻
怸	異體	悉	眞入	Unihan+couyun
总	簡化	總	東上	Unihan kTraditionalVariant
怼	簡化	懟	脂去	Unihan kTraditionalVariant
怿	簡化	懌	清入	Unihan kTraditionalVariant
恊	後起			no 廣韻 headword; in couyun 平水韻
恋	異體	戀	仙去	Unihan+couyun
恏	後起			no 廣韻 headword; in couyun 平水韻
恒	異體	恆	登平	Unihan+couyun
恓	後起			no 廣韻 headword; in couyun 平水韻
恘	後起			no 廣韻 headword; in couyun 平水韻
恛	後起			no 廣韻 headword; in couyun 平水韻
恝	後起			no 廣韻 headword; in couyun 平水韻
恡	異體	吝	眞去	Unihan+couyun
恦	後起			no 廣韻 headword; in couyun 平水韻
恱	後起			no 廣韻 headword; in couyun 平水韻
恳	簡化	懇	痕上	Unihan kTraditionalVariant
恴	後起			no 廣韻 headword; in couyun 平水韻
恵	後起			no 廣韻 headword; in couyun 平水韻
恶	簡化	噁惡		Unihan kTraditionalVariant
恸	簡化	慟	東去	Unihan kTraditionalVariant
恹	簡化	懨		Unihan kTraditionalVariant
恺	簡化	愷	咍上	Unihan kTraditionalVariant
恻	簡化	惻	蒸入	Unihan kTraditionalVariant
恼	簡化	恼惱		Unihan kTraditionalVariant
恽	簡化	惲	文上	Unihan kTraditionalVariant
悎	後起			no 廣韻 headword; in couyun 平水韻
悓	後起			no 廣韻 headword; in couyun 平水韻
悘	後起			no 廣韻 headword; in couyun 平水韻
悥	後起			no 廣韻 headword; in couyun 平水韻
悦	異體	悅	仙入	Unihan+couyun
您	後起			no 廣韻 headword; in couyun 平水韻
悩	後起			no 廣韻 headword; in couyun 平水韻
悪	後起			no 廣韻 headword; in couyun 平水韻
悫	簡化	愨慤		Unihan kTraditionalVariant
悬	簡化	懸	先平	Unihan kTraditionalVariant
悭	簡化	慳	山平	Unihan kTraditionalVariant
悮	簡化	悞	模去	Unihan kTraditionalVariant
悯	簡化	憫	眞上	Unihan kTraditionalVariant
悳	異體	德	登入	Unihan+couyun
悻	後起			no 廣韻 headword; in couyun 平水韻
惉	後起			no 廣韻 headword; in couyun 平水韻
惊	簡化	驚	庚平	Unihan kTraditionalVariant
惍	後起			no 廣韻 headword; in couyun 平水韻
惐	後起			no 廣韻 headword; in couyun 平水韻
惒	後起			no 廣韻 headword; in couyun 平水韻
惓	後起			no 廣韻 headword; in couyun 平水韻
惖	後起			no 廣韻 headword; in couyun 平水韻
惝	異體	𢠵	陽上	Unihan+couyun
惞	後起			no 廣韻 headword; in couyun 平水韻
惣	後起			no 廣韻 headword; in couyun 平水韻
惤	後起			no 廣韻 headword; in couyun 平水韻
惥	後起			no 廣韻 headword; in couyun 平水韻
惦	後起			no 廣韻 headword; in couyun 平水韻
惧	異體	懼	虞去	Unihan+couyun
惨	簡化	慘	覃上	Unihan kTraditionalVariant
惩	異體	懲	蒸平	Unihan+couyun
惫	簡化	憊	皆去	Unihan kTraditionalVariant
惬	簡化	愜	添入	Unihan kTraditionalVariant
惭	簡化	慚	談平	Unihan kTraditionalVariant
惮	簡化	憚	寒去	Unihan kTraditionalVariant
惯	簡化	慣	刪去	Unihan kTraditionalVariant
惽	後起			no 廣韻 headword; in couyun 平水韻
惾	後起			no 廣韻 headword; in couyun 平水韻
惿	後起			no 廣韻 headword; in couyun 平水韻
愂	後起			no 廣韻 headword; in couyun 平水韻
愄	後起			no 廣韻 headword; in couyun 平水韻
愅	後起			no 廣韻 headword; in couyun 平水韻
愌	後起			no 廣韻 headword; in couyun 平水韻
愑	後起			no 廣韻 headword; in couyun 平水韻
愘	後起			no 廣韻 headword; in couyun 平水韻
愝	後起			no 廣韻 headword; in couyun 平水韻
愠	異體	慍	文去	Unihan+couyun
愡	後起			no 廣韻 headword; in couyun 平水韻
愤	簡化	憤	文上	Unihan kTraditionalVariant
愦	簡化	憒	灰去	Unihan kTraditionalVariant
愫	後起			no 廣韻 headword; in couyun 平水韻
愰	後起			no 廣韻 headword; in couyun 平水韻
愳	後起			no 廣韻 headword; in couyun 平水韻
愸	後起			no 廣韻 headword; in couyun 平水韻
愹	後起			no 廣韻 headword; in couyun 平水韻
愼	後起			no 廣韻 headword; in couyun 平水韻
愽	異體	博	唐入	Unihan+couyun
愿	混同	愿願		Unihan kTraditionalVariant
慑	簡化	懾	鹽入	Unihan kTraditionalVariant
慠	後起			no 廣韻 headword; in couyun 平水韻
慡	後起			no 廣韻 headword; in couyun 平水韻
慤	後起			no 廣韻 headword; in couyun 平水韻
慦	後起			no 廣韻 headword; in couyun 平水韻
慩	後起			no 廣韻 headword; in couyun 平水韻
慪	異體	嘔	侯上|侯平	Unihan+couyun
慭	簡化	憖	眞去	Unihan kTraditionalVariant
慻	後起			no 廣韻 headword; in couyun 平水韻
慿	後起			no 廣韻 headword; in couyun 平水韻
憄	後起			no 廣韻 headword; in couyun 平水韻
憅	後起			no 廣韻 headword; in couyun 平水韻
憆	後起			no 廣韻 headword; in couyun 平水韻
憇	異體	憩	祭去	Unihan+couyun
憈	後起			no 廣韻 headword; in couyun 平水韻
憏	後起			no 廣韻 headword; in couyun 平水韻
憗	後起			no 廣韻 headword; in couyun 平水韻
憘	後起			no 廣韻 headword; in couyun 平水韻
憣	後起			no 廣韻 headword; in couyun 平水韻
憦	後起			no 廣韻 headword; in couyun 平水韻
憱	後起			no 廣韻 headword; in couyun 平水韻
憳	後起			no 廣韻 headword; in couyun 平水韻
憻	後起			no 廣韻 headword; in couyun 平水韻
憽	後起			no 廣韻 headword; in couyun 平水韻
懂	後起			no 廣韻 headword; in couyun 平水韻
懏	後起			no 廣韻 headword; in couyun 平水韻
懐	後起			no 廣韻 headword; in couyun 平水韻
懑	簡化	懣	寒上|魂上|魂去	Unihan kTraditionalVariant
懒	簡化	懶	寒上	Unihan kTraditionalVariant
懔	簡化	懍	侵上	Unihan kTraditionalVariant
懗	後起			no 廣韻 headword; in couyun 平水韻
懙	後起			no 廣韻 headword; in couyun 平水韻
懞	後起			no 廣韻 headword; in couyun 平水韻
懧	後起			no 廣韻 headword; in couyun 平水韻
懨	後起			no 廣韻 headword; in couyun 平水韻
懩	後起			no 廣韻 headword; in couyun 平水韻
懭	後起			no 廣韻 headword; in couyun 平水韻
懯	後起			no 廣韻 headword; in couyun 平水韻
懴	後起			no 廣韻 headword; in couyun 平水韻
戂	後起			no 廣韻 headword; in couyun 平水韻
戅	後起			no 廣韻 headword; in couyun 平水韻
戆	簡化	戇	東去|江去	Unihan kTraditionalVariant
戋	簡化	戔	寒平	Unihan kTraditionalVariant
戏	簡化	戏戲		Unihan kTraditionalVariant
戓	後起			no 廣韻 headword; in couyun 平水韻
戗	簡化	戧		Unihan kTraditionalVariant
战	簡化	战戰		Unihan kTraditionalVariant
戙	後起			no 廣韻 headword; in couyun 平水韻
戝	後起			no 廣韻 headword; in couyun 平水韻
戞	後起			no 廣韻 headword; in couyun 平水韻
戤	後起			no 廣韻 headword; in couyun 平水韻
戦	後起			no 廣韻 headword; in couyun 平水韻
戧	異體	創	陽去|陽平	Unihan+couyun
戨	後起			no 廣韻 headword; in couyun 平水韻
戬	簡化	戩	仙上	Unihan kTraditionalVariant
戯	簡化	戱		Unihan kTraditionalVariant
戱	異體	戲	支去|支平|模平	Unihan+couyun
戳	後起			no 廣韻 headword; in couyun 平水韻
户	異體	戶	模上	Unihan+couyun
戸	異體	戶	模上	Unihan+couyun
扄	後起			no 廣韻 headword; in couyun 平水韻
才	混同	才纔		Unihan kTraditionalVariant
扑	混同	扑撲		Unihan kTraditionalVariant
払	後起			no 廣韻 headword; in couyun 平水韻
扗	後起			no 廣韻 headword; in couyun 平水韻
托	異體	拓	唐入|清入	Unihan+couyun
扙	後起			no 廣韻 headword; in couyun 平水韻
扥	後起			no 廣韻 headword; in couyun 平水韻
扦	後起			no 廣韻 headword; in couyun 平水韻
执	異體	執	侵入	Unihan+couyun
扨	後起			no 廣韻 headword; in couyun 平水韻
扩	簡化	擴	唐去	Unihan kTraditionalVariant
扪	簡化	捫	魂平	Unihan kTraditionalVariant
扫	簡化	掃	豪上|豪去	Unihan kTraditionalVariant
扬	簡化	揚	陽平	Unihan kTraditionalVariant
扯	異體	撦	麻上	Unihan+couyun
扰	簡化	擾	宵上	Unihan kTraditionalVariant
扲	後起			no 廣韻 headword; in couyun 平水韻
扷	後起			no 廣韻 headword; in couyun 平水韻
扸	後起			no 廣韻 headword; in couyun 平水韻
扻	後起			no 廣韻 headword; in couyun 平水韻
扼	異體	㧖	耕入	Unihan+couyun
找	後起			no 廣韻 headword; in couyun 平水韻
抂	後起			no 廣韻 headword; in couyun 平水韻
抅	後起			no 廣韻 headword; in couyun 平水韻
抇	後起			no 廣韻 headword; in couyun 平水韻
抋	後起			no 廣韻 headword; in couyun 平水韻
折	混同	折摺		Unihan kTraditionalVariant
抙	後起			no 廣韻 headword; in couyun 平水韻
抚	簡化	撫	虞上	Unihan kTraditionalVariant
抛	簡化	抛拋		Unihan kTraditionalVariant
抜	後起			no 廣韻 headword; in couyun 平水韻
抝	異體	拗	肴上	Unihan+couyun
択	後起			no 廣韻 headword; in couyun 平水韻
抟	簡化	摶	仙上|寒平	Unihan kTraditionalVariant
抠	簡化	摳	侯平|虞平	Unihan kTraditionalVariant
抡	簡化	掄	眞平|魂平	Unihan kTraditionalVariant
抢	簡化	搶	陽上|陽平	Unihan kTraditionalVariant
护	簡化	護	模去	Unihan kTraditionalVariant
报	異體	報	豪去	Unihan+couyun
抦	後起			no 廣韻 headword; in couyun 平水韻
抬	異體	擡	咍平	Unihan+couyun
抰	後起			no 廣韻 headword; in couyun 平水韻
抳	後起			no 廣韻 headword; in couyun 平水韻
抷	後起			no 廣韻 headword; in couyun 平水韻
抸	後起			no 廣韻 headword; in couyun 平水韻
抺	後起			no 廣韻 headword; in couyun 平水韻
抿	後起			no 廣韻 headword; in couyun 平水韻
拀	後起			no 廣韻 headword; in couyun 平水韻
拁	後起			no 廣韻 headword; in couyun 平水韻
担	混同	担擔		Unihan kTraditionalVariant
拆	異體	坼	庚入	couyun
拝	後起			no 廣韻 headword; in couyun 平水韻
拞	後起			no 廣韻 headword; in couyun 平水韻
拟	簡化	擬	之上	Unihan kTraditionalVariant
拠	後起			no 廣韻 headword; in couyun 平水韻
拡	後起			no 廣韻 headword; in couyun 平水韻
拢	簡化	攏	東上	Unihan kTraditionalVariant
拣	簡化	揀	先去|山上	Unihan kTraditionalVariant
拥	簡化	擁	鍾上	Unihan kTraditionalVariant
拦	簡化	攔	寒平	Unihan kTraditionalVariant
拧	簡化	擰		Unihan kTraditionalVariant
拨	簡化	撥	寒入	Unihan kTraditionalVariant
择	簡化	擇	庚入	Unihan kTraditionalVariant
拪	後起			no 廣韻 headword; in couyun 平水韻
拷	後起			no 廣韻 headword; in couyun 平水韻
拻	後起			no 廣韻 headword; in couyun 平水韻
拽	後起			no 廣韻 headword; in couyun 平水韻
拿	異體	拏	麻平	Unihan+couyun
挀	後起			no 廣韻 headword; in couyun 平水韻
挂	混同	挂掛		Unihan kTraditionalVariant
挄	後起			no 廣韻 headword; in couyun 平水韻
挅	後起			no 廣韻 headword; in couyun 平水韻
挊	後起			no 廣韻 headword; in couyun 平水韻
挍	後起			no 廣韻 headword; in couyun 平水韻
挓	後起			no 廣韻 headword; in couyun 平水韻
挔	後起			no 廣韻 headword; in couyun 平水韻
挕	後起			no 廣韻 headword; in couyun 平水韻
挖	後起			no 廣韻 headword; in couyun 平水韻
挗	後起			no 廣韻 headword; in couyun 平水韻
挙	簡化	𢸁	鍾上	Unihan kTraditionalVariant
挚	簡化	摯	脂去	Unihan kTraditionalVariant
挛	簡化	挛攣		Unihan kTraditionalVariant
挜	簡化	掗		Unihan kTraditionalVariant
挝	簡化	撾		Unihan kTraditionalVariant
挞	簡化	撻	寒入	Unihan kTraditionalVariant
挟	簡化	挟挾		Unihan kTraditionalVariant
挠	簡化	撓	肴上|豪平	Unihan kTraditionalVariant
挡	簡化	挡擋		Unihan kTraditionalVariant
挢	簡化	撟	宵上|宵平	Unihan kTraditionalVariant
挣	簡化	掙		Unihan kTraditionalVariant
挤	簡化	擠	齊去|齊平	Unihan kTraditionalVariant
挥	簡化	揮	微平	Unihan kTraditionalVariant
挦	簡化	撏	侵平|覃平|鹽平	Unihan kTraditionalVariant
挳	後起			no 廣韻 headword; in couyun 平水韻
挵	後起			no 廣韻 headword; in couyun 平水韻
挷	異體	搒	唐去|庚平	Unihan+couyun
挽	混同	挽輓		Unihan kTraditionalVariant
挿	異體	插	咸入	Unihan+couyun
捁	後起			no 廣韻 headword; in couyun 平水韻
捆	後起			no 廣韻 headword; in couyun 平水韻
捑	後起			no 廣韻 headword; in couyun 平水韻
捓	後起			no 廣韻 headword; in couyun 平水韻
捗	後起			no 廣韻 headword; in couyun 平水韻
捙	後起			no 廣韻 headword; in couyun 平水韻
捚	後起			no 廣韻 headword; in couyun 平水韻
捛	後起			no 廣韻 headword; in couyun 平水韻
捜	後起			no 廣韻 headword; in couyun 平水韻
捝	異體	挩	寒入	Unihan+couyun
捞	簡化	撈	豪平	Unihan kTraditionalVariant
损	簡化	損	魂上	Unihan kTraditionalVariant
捡	簡化	撿	鹽上	Unihan kTraditionalVariant
换	簡化	換	寒去	Unihan kTraditionalVariant
捣	簡化	搗		Unihan kTraditionalVariant
捬	異體	撫	虞上	Unihan+couyun
据	混同	据據		Unihan kTraditionalVariant
捯	後起			no 廣韻 headword; in couyun 平水韻
捰	後起			no 廣韻 headword; in couyun 平水韻
捱	後起			no 廣韻 headword; in couyun 平水韻
捴	後起			no 廣韻 headword; in couyun 平水韻
捵	後起			no 廣韻 headword; in couyun 平水韻
捸	後起			no 廣韻 headword; in couyun 平水韻
捹	後起			no 廣韻 headword; in couyun 平水韻
捿	後起			no 廣韻 headword; in couyun 平水韻
掂	異體	敁	添平	Unihan+couyun
掋	後起			no 廣韻 headword; in couyun 平水韻
掑	後起			no 廣韻 headword; in couyun 平水韻
掗	後起			no 廣韻 headword; in couyun 平水韻
掙	後起			no 廣韻 headword; in couyun 平水韻
掚	後起			no 廣韻 headword; in couyun 平水韻
掦	後起			no 廣韻 headword; in couyun 平水韻
掲	後起			no 廣韻 headword; in couyun 平水韻
掳	簡化	擄	模上	Unihan kTraditionalVariant
掴	簡化	摑	耕入	Unihan kTraditionalVariant
掷	簡化	掷擲		Unihan kTraditionalVariant
掸	簡化	撣	仙平|寒去|寒平	Unihan kTraditionalVariant
掺	簡化	摻	咸上|咸平	Unihan kTraditionalVariant
掻	後起			no 廣韻 headword; in couyun 平水韻
掽	後起			no 廣韻 headword; in couyun 平水韻
掿	後起			no 廣韻 headword; in couyun 平水韻
揁	後起			no 廣韻 headword; in couyun 平水韻
揍	後起			no 廣韻 headword; in couyun 平水韻
揑	異體	捏	先入	Unihan+couyun
揓	後起			no 廣韻 headword; in couyun 平水韻
揔	後起			no 廣韻 headword; in couyun 平水韻
揝	異體	撍	侵平|覃上|覃去|覃平	Unihan+couyun
揦	異體	攋	寒入	Unihan+couyun
揪	異體	揫	尤平	Unihan+couyun
揰	後起			no 廣韻 headword; in couyun 平水韻
揶	後起			no 廣韻 headword; in couyun 平水韻
揷	異體	插	咸入	Unihan+couyun
揹	後起			no 廣韻 headword; in couyun 平水韻
揺	異體	搖	宵去|宵平	Unihan+couyun
揽	簡化	攬	談上	Unihan kTraditionalVariant
揾	簡化	揾搵		Unihan kTraditionalVariant
搀	簡化	攙	咸平|銜平	Unihan kTraditionalVariant
搁	簡化	擱		Unihan kTraditionalVariant
搂	簡化	摟	侯平|虞平	Unihan kTraditionalVariant
搃	異體	摠	東上	Unihan+couyun
搄	後起			no 廣韻 headword; in couyun 平水韻
搅	簡化	攪	肴上	Unihan kTraditionalVariant
搇	後起			no 廣韻 headword; in couyun 平水韻
搐	後起			no 廣韻 headword; in couyun 平水韻
搗	異體	擣	豪上	Unihan+couyun
搘	後起			no 廣韻 headword; in couyun 平水韻
搛	後起			no 廣韻 headword; in couyun 平水韻
搝	後起			no 廣韻 headword; in couyun 平水韻
搞	後起			no 廣韻 headword; in couyun 平水韻
搟	後起			no 廣韻 headword; in couyun 平水韻
搠	後起			no 廣韻 headword; in couyun 平水韻
搡	後起			no 廣韻 headword; in couyun 平水韻
搧	後起			no 廣韻 headword; in couyun 平水韻
搬	異體	搫	寒平|歌平	Unihan+couyun
搲	後起			no 廣韻 headword; in couyun 平水韻
搳	後起			no 廣韻 headword; in couyun 平水韻
携	混同	携攜		Unihan kTraditionalVariant
搻	後起			no 廣韻 headword; in couyun 平水韻
搼	後起			no 廣韻 headword; in couyun 平水韻
搽	後起			no 廣韻 headword; in couyun 平水韻
搾	後起			no 廣韻 headword; in couyun 平水韻
摀	後起			no 廣韻 headword; in couyun 平水韻
摂	後起			no 廣韻 headword; in couyun 平水韻
摃	後起			no 廣韻 headword; in couyun 平水韻
摄	簡化	攝	添入|鹽入	Unihan kTraditionalVariant
摅	簡化	攄	魚平	Unihan kTraditionalVariant
摆	簡化	摆擺襬		Unihan kTraditionalVariant
摇	異體	搖	宵去|宵平	Unihan+couyun
